l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,ts_code,name,in_date,out_date,is_new
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,688258.SH,卓易信息,20191120,,Y
801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,688018.SH,乐鑫科技,20190708,,Y
801150.SI,医药生物,801153.SI,医疗器械,851533.SI,医疗耗材,688198.SH,佰仁医疗,20191129,,Y
801080.SI,电子,801081.SI,半导体,850815.SI,模拟芯片设计,688368.SH,晶丰明源,20190919,,Y
801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,688008.SH,澜起科技,20190702,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,688101.SH,三达膜,20191101,,Y
801750.SI,计算机,801104.SI,软件开发,851042.SI,横向通用软件,688369.SH,致远互联,20191021,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,688299.SH,长阳科技,20191021,,Y
801150.SI,医药生物,801153.SI,医疗器械,851534.SI,体外诊断,688389.SH,普门科技,20191023,,Y
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,688009.SH,中国通号,20190708,,Y
801750.SI,计算机,801104.SI,软件开发,851042.SI,横向通用软件,688168.SH,安博通,20190822,,Y
801150.SI,医药生物,801153.SI,医疗器械,851534.SI,体外诊断,688068.SH,热景生物,20190911,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,688022.SH,瀚川智能,20190711,,Y
801030.SI,基础化工,801037.SI,橡胶,850362.SI,其他橡胶制品,300767.SZ,震安科技,20190318,,Y
801170.SI,交通运输,801992.SI,航运港口,851761.SI,航运,601975.SH,招商南油,20190104,,Y
801170.SI,交通运输,801178.SI,物流,851785.SI,跨境物流,601598.SH,中国外运,20190115,,Y
801210.SI,社会服务,801993.SI,旅游及景区,852112.SI,自然景区,600749.SH,西藏旅游,20190724,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600510.SH,黑牡丹,20190724,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,600521.SH,华海药业,20190724,,Y
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600870.SH,退市厦华(退市),20190724,,Y
801120.SI,食品饮料,801124.SI,食品加工,851241.SI,肉制品,600073.SH,光明肉业,20190724,,Y
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600145.SH,退市新亿(退市),20190724,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,600200.SH,退市苏吴(退市),20190724,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,600613.SH,神奇制药,20190724,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,600621.SH,华鑫股份,20190724,,Y
801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,002149.SZ,西部材料,20190724,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000788.SZ,北大医药,20190724,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000863.SZ,三湘印象,20190724,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000100.SZ,TCL科技,20190422,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000931.SZ,中关村,20190724,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,002020.SZ,京新药业,20190724,,Y
801030.SI,基础化工,801038.SI,农化制品,850336.SI,钾肥,000893.SZ,亚钾国际,20190724,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,000881.SZ,中广核技,20190724,,Y
801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,000975.SZ,山金国际,20190724,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,002971.SZ,和远气体,20191205,,Y
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,300809.SZ,华辰装备,20191120,,Y
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,002972.SZ,科安达,20191212,,Y
801080.SI,电子,801084.SI,光学光电子,850832.SI,LED,300808.SZ,久量股份,20191114,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,002955.SZ,鸿合科技,20190506,,Y
801040.SI,钢铁,801045.SI,特钢Ⅱ,850412.SI,特钢Ⅲ,603995.SH,甬金股份,20191114,,Y
801110.SI,家用电器,801114.SI,厨卫电器,851142.SI,卫浴电器,603551.SH,奥普科技,20191227,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,300796.SZ,贝斯美,20191011,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857236.SI,基建市政工程,603815.SH,交建股份,20190909,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,300793.SZ,佳禾智能,20190927,,Y
801160.SI,公用事业,801161.SI,电力,851618.SI,核力发电,003816.SZ,中国广核,20190808,,Y
801720.SI,建筑装饰,801722.SI,装修装饰Ⅱ,857221.SI,装修装饰Ⅲ,002963.SZ,豪尔赛,20190919,,Y
801970.SI,环保,801971.SI,环境治理,859713.SI,固废治理,002973.SZ,侨银股份,20191223,,Y
801140.SI,轻工制造,801142.SI,家居用品,851437.SI,成品家居,603610.SH,麒盛科技,20191021,,Y
801140.SI,轻工制造,801142.SI,家居用品,851439.SI,卫浴制品,603992.SH,松霖科技,20190808,,Y
801200.SI,商贸零售,801206.SI,互联网电商,852063.SI,电商服务,300792.SZ,壹网壹创,20190919,,Y
801080.SI,电子,801084.SI,光学光电子,850833.SI,光学元件,002962.SZ,五方光电,20190902,,Y
801110.SI,家用电器,801113.SI,小家电,851131.SI,厨房小家电,002959.SZ,小熊电器,20190718,,Y
801080.SI,电子,801081.SI,半导体,850815.SI,模拟芯片设计,300782.SZ,卓胜微,20190529,,Y
801730.SI,电力设备,801736.SI,风电设备,857361.SI,风电整机,601615.SH,明阳智能,20190104,,Y
801780.SI,银行,801785.SI,农商行Ⅱ,857851.SI,农商行Ⅲ,601077.SH,渝农商行,20190916,,Y
801150.SI,医药生物,801151.SI,化学制药,851511.SI,原料药,603351.SH,威尔药业,20190124,,Y
801150.SI,医药生物,801153.SI,医疗器械,851533.SI,医疗耗材,002950.SZ,奥美医疗,20190306,,Y
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,300594.SZ,朗进科技,20190606,,Y
801140.SI,轻工制造,801143.SI,造纸,851412.SI,大宗用纸,603863.SH,松炀资源,20190520,,Y
801760.SI,传媒,801995.SI,电视广播Ⅱ,859951.SI,电视广播Ⅲ,300770.SZ,新媒股份,20190404,,Y
801030.SI,基础化工,801034.SI,化学制品,850338.SI,纺织化学制品,300798.SZ,锦鸡股份,20191021,,Y
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,603786.SH,科博达,20190902,,Y
801030.SI,基础化工,801039.SI,非金属材料Ⅱ,850523.SI,非金属材料Ⅲ,688300.SH,联瑞新材,20191101,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,603982.SH,泉峰汽车,20190415,,Y
801730.SI,电力设备,801738.SI,电网设备,857344.SI,线缆部件及其他,603530.SH,神马电力,20190702,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,603956.SH,威派格,20190218,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,603867.SH,新化股份,20190614,,Y
801150.SI,医药生物,801151.SI,化学制药,851511.SI,原料药,300765.SZ,新诺威,20190306,,Y
801770.SI,通信,801102.SI,通信设备,851026.SI,通信终端及配件,603236.SH,移远通信,20190702,,Y
801740.SI,国防军工,801741.SI,航天装备Ⅱ,857411.SI,航天装备Ⅲ,601698.SH,中国卫通,20190614,,Y
801750.SI,计算机,801104.SI,软件开发,851041.SI,垂直应用软件,603927.SH,中科软,20190822,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851425.SI,纸包装,603687.SH,大胜达,20190618,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,603327.SH,福蓉科技,20190506,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,603115.SH,海星股份,20190731,,Y
801730.SI,电力设备,801736.SI,风电设备,857361.SI,风电整机,300772.SZ,运达股份,20190415,,Y
801080.SI,电子,801081.SI,半导体,850815.SI,模拟芯片设计,603068.SH,博通集成,20190326,,Y
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,601298.SH,青岛港,20190104,,Y
801730.SI,电力设备,801735.SI,光伏设备,857353.SI,逆变器,300763.SZ,锦浪科技,20190318,,Y
801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备,300789.SZ,唐源电气,20190819,,Y
801030.SI,基础化工,801032.SI,化学纤维,850341.SI,涤纶,603332.SH,苏州龙杰,20190104,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,002947.SZ,恒铭达,20190124,,Y
801050.SI,有色金属,801051.SI,金属新材料,850522.SI,磁性材料,300811.SZ,铂科新材,20191223,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,002952.SZ,亚世光电,20190318,,Y
801120.SI,食品饮料,801127.SI,饮料乳品,851243.SI,乳品,002946.SZ,新乳业,20190124,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,300780.SZ,德恩精工,20190520,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,603915.SH,国茂股份,20190529,,Y
801150.SI,医药生物,801156.SI,医疗服务,851563.SI,医疗研发外包,688202.SH,美迪西,20191021,,Y
801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,300758.SZ,七彩化学,20190124,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,601236.SH,红塔证券,20190529,,Y
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,603662.SH,柯力传感,20190724,,Y
801120.SI,食品饮料,801129.SI,调味发酵品Ⅱ,851242.SI,调味发酵品Ⅲ,603755.SH,日辰股份,20190819,,Y
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,603700.SH,宁水集团,20190104,,Y
801710.SI,建筑材料,801712.SI,玻璃玻纤,857122.SI,玻纤制造,603256.SH,宏和科技,20190614,,Y
801150.SI,医药生物,801153.SI,医疗器械,851533.SI,医疗耗材,688029.SH,南微医学,20190708,,Y
801750.SI,计算机,801104.SI,软件开发,851042.SI,横向通用软件,300768.SZ,迪普科技,20190326,,Y
801150.SI,医药生物,801156.SI,医疗服务,851563.SI,医疗研发外包,300759.SZ,康龙化成,20190124,,Y
801760.SI,传媒,801767.SI,数字媒体,857674.SI,门户网站,300785.SZ,值得买,20190708,,Y
801760.SI,传媒,801769.SI,出版,857692.SI,大众出版,300788.SZ,中信出版,20190618,,Y
801750.SI,计算机,801104.SI,软件开发,851042.SI,横向通用软件,688111.SH,金山办公,20191101,,Y
801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备,300771.SZ,智莱科技,20190404,,Y
801970.SI,环保,801972.SI,环保设备Ⅱ,859721.SI,环保设备Ⅲ,300786.SZ,国林科技,20190718,,Y
801760.SI,传媒,801765.SI,广告营销,857651.SI,营销代理,300781.SZ,因赛集团,20190529,,Y
801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备,300807.SZ,天迈科技,20191205,,Y
801160.SI,公用事业,801163.SI,燃气Ⅱ,851631.SI,燃气Ⅲ,603053.SH,成都燃气,20191129,,Y
801030.SI,基础化工,801037.SI,橡胶,850362.SI,其他橡胶制品,300731.SZ,科创新源,20190724,,Y
801030.SI,基础化工,801034.SI,化学制品,850382.SI,氟化工,603379.SH,三美股份,20190318,,Y
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,603109.SH,神驰机电,20191212,,Y
801780.SI,银行,801784.SI,城商行Ⅱ,857841.SI,城商行Ⅲ,600928.SH,西安银行,20190118,,Y
801750.SI,计算机,801104.SI,软件开发,851042.SI,横向通用软件,300799.SZ,左江退(退市),20191018,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,300775.SZ,三角防务,20190506,,Y
801780.SI,银行,801784.SI,城商行Ⅱ,857841.SI,城商行Ⅲ,002966.SZ,苏州银行,20190618,,Y
801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,688571.SH,杭华股份,20201125,,Y
801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,688661.SH,和林微纳,20220804,,Y
801730.SI,电力设备,801738.SI,电网设备,857321.SI,电网自动化设备,688330.SH,宏力达,20200921,,Y
801110.SI,家用电器,801113.SI,小家电,851131.SI,厨房小家电,001259.SZ,利仁科技,20220819,,Y
801770.SI,通信,801102.SI,通信设备,851024.SI,通信网络设备及器件,688313.SH,仕佳光子,20200727,,Y
801760.SI,传媒,801769.SI,出版,857692.SI,大众出版,301231.SZ,荣信文化,20220819,,Y
801150.SI,医药生物,801153.SI,医疗器械,851532.SI,医疗设备,688301.SH,奕瑞科技,20200831,,Y
801030.SI,基础化工,801034.SI,化学制品,850137.SI,胶黏剂及胶带,301283.SZ,聚胶股份,20220819,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,688308.SH,欧科亿,20201201,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851425.SI,纸包装,301296.SZ,新巨丰,20220819,,Y
801080.SI,电子,801081.SI,半导体,850817.SI,集成电路封测,688135.SH,利扬芯片,20201026,,Y
801140.SI,轻工制造,801142.SI,家居用品,851436.SI,瓷砖地板,603221.SH,爱丽家居,20200310,,Y
801080.SI,电子,801082.SI,其他电子Ⅱ,850841.SI,其他电子Ⅲ,301328.SZ,维峰电子,20220819,,Y
801080.SI,电子,801084.SI,光学光电子,850833.SI,光学元件,688127.SH,蓝特光学,20200904,,Y
801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,688256.SH,寒武纪-U,20200707,,Y
801150.SI,医药生物,801153.SI,医疗器械,851534.SI,体外诊断,688289.SH,圣湘生物,20200811,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,603948.SH,建业股份,20200217,,Y
801140.SI,轻工制造,801142.SI,家居用品,851491.SI,其他家居用品,603195.SH,公牛集团,20200121,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,688278.SH,特宝生物,20200106,,Y
801080.SI,电子,801081.SI,半导体,850816.SI,集成电路制造,688396.SH,华润微,20200204,,Y
801730.SI,电力设备,801737.SI,电池,857372.SI,电池化学品,301349.SZ,信德新材,20220819,,Y
801150.SI,医药生物,801153.SI,医疗器械,851533.SI,医疗耗材,688013.SH,天臣医疗,20200914,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,688658.SH,悦康药业,20201214,,Y
801150.SI,医药生物,801153.SI,医疗器械,851533.SI,医疗耗材,688617.SH,惠泰医疗,20201223,,Y
801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,688608.SH,恒玄科技,20201201,,Y
801120.SI,食品饮料,801124.SI,食品加工,851246.SI,预加工食品,603237.SH,五芳斋,20220819,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,688179.SH,阿拉丁,20201016,,Y
801730.SI,电力设备,801735.SI,光伏设备,857353.SI,逆变器,300827.SZ,上能电气,20200402,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,688335.SH,复洁科技,20200731,,Y
801150.SI,医药生物,801152.SI,生物制品,851523.SI,疫苗,688185.SH,康希诺,20200727,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,300895.SZ,铜牛信息,20200909,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,300916.SZ,朗特智能,20201125,,Y
801150.SI,医药生物,801153.SI,医疗器械,851534.SI,体外诊断,688338.SH,赛科希德,20200721,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,688055.SH,龙腾光电,20200731,,Y
801150.SI,医药生物,801153.SI,医疗器械,851532.SI,医疗设备,688580.SH,伟思医疗,20200706,,Y
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,688577.SH,浙海德曼,20200831,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,688293.SH,奥浦迈,20220819,,Y
801730.SI,电力设备,801733.SI,其他电源设备Ⅱ,857336.SI,其他电源设备Ⅲ,300820.SZ,英杰电气,20200204,,Y
801030.SI,基础化工,801038.SI,农化制品,850381.SI,复合肥,002999.SZ,天禾股份,20200821,,Y
801160.SI,公用事业,801161.SI,电力,851614.SI,热力服务,002015.SZ,协鑫能科,20200722,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,688229.SH,博睿数据,20200731,,Y
801150.SI,医药生物,801153.SI,医疗器械,851533.SI,医疗耗材,688050.SH,爱博医疗,20200721,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,688065.SH,凯赛生物,20200727,,Y
801750.SI,计算机,801104.SI,软件开发,851041.SI,垂直应用软件,300925.SZ,法本信息,20201214,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,688586.SH,江航装备,20200721,,Y
801030.SI,基础化工,801036.SI,塑料,850351.SI,其他塑料制品,300920.SZ,润阳科技,20201214,,Y
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,300903.SZ,科翔股份,20201026,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,688379.SH,华光新材,20200804,,Y
801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备,688060.SH,云涌科技,20200624,,Y
801140.SI,轻工制造,801142.SI,家居用品,851439.SI,卫浴制品,001322.SZ,箭牌家居,20220909,,Y
801750.SI,计算机,801104.SI,软件开发,851041.SI,垂直应用软件,688588.SH,凌志软件,20200427,,Y
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,688558.SH,国盛智科,20200612,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,001332.SZ,锡装股份,20220909,,Y
801770.SI,通信,801223.SI,通信服务,852214.SI,通信应用增值服务,300921.SZ,南凌科技,20201214,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,688336.SH,三生国健,20200707,,Y
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,688569.SH,铁科轨道,20200814,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,688057.SH,金达莱,20201029,,Y
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,301176.SZ,逸豪新材,20220909,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,301285.SZ,鸿日达,20220909,,Y
801210.SI,社会服务,801219.SI,酒店餐饮,852141.SI,餐饮,605108.SH,同庆楼,20200706,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,300813.SZ,泰林生物,20200113,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,603087.SH,甘李药业,20200612,,Y
801080.SI,电子,801086.SI,电子化学品Ⅱ,850861.SI,电子化学品Ⅲ,301319.SZ,唯特偶,20220909,,Y
801750.SI,计算机,801104.SI,软件开发,851041.SI,垂直应用软件,688579.SH,地纬智能,20200629,,Y
801150.SI,医药生物,801153.SI,医疗器械,851534.SI,体外诊断,300832.SZ,新产业,20200427,,Y
801050.SI,有色金属,801051.SI,金属新材料,850522.SI,磁性材料,300835.SZ,龙磁科技,20200518,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,605366.SH,宏柏新材,20200727,,Y
801730.SI,电力设备,801737.SI,电池,857374.SI,燃料电池,688339.SH,亿华通-U,20200722,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,605100.SH,华丰股份,20200722,,Y
801030.SI,基础化工,801036.SI,塑料,850351.SI,其他塑料制品,605008.SH,长鸿高科,20200807,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,001400.SZ,江顺科技,20250418,,Y
801730.SI,电力设备,801735.SI,光伏设备,857352.SI,光伏电池组件,301636.SZ,泽润新能,20250418,,Y
801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,688750.SH,金天钛业,20241101,,Y
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,301631.SZ,壹连科技,20241101,,Y
801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,688589.SH,力合微,20200706,,Y
801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备,688208.SH,道通科技,20200122,,Y
801750.SI,计算机,801104.SI,软件开发,851041.SI,垂直应用软件,688590.SH,新致软件,20201125,,Y
801010.SI,农林牧渔,801017.SI,养殖业,850173.SI,肉鸡养殖,002982.SZ,湘佳股份,20200408,,Y
801890.SI,机械设备,801078.SI,自动化设备,850782.SI,工控设备,301633.SZ,港迪技术,20241101,,Y
801080.SI,电子,801081.SI,半导体,850815.SI,模拟芯片设计,688286.SH,敏芯股份,20200722,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,688398.SH,赛特新材,20200122,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,003020.SZ,立方制药,20201110,,Y
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,003025.SZ,思进智能,20201201,,Y
801970.SI,环保,801972.SI,环保设备Ⅱ,859721.SI,环保设备Ⅲ,688309.SH,恒誉环保,20200629,,Y
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,300851.SZ,交大思诺,20200629,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,920116.BJ,星图测控,20241224,,Y
801970.SI,环保,801971.SI,环境治理,859713.SI,固废治理,300867.SZ,圣元环保,20200804,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,920082.BJ,方正阀门,20241224,,Y
801730.SI,电力设备,801733.SI,其他电源设备Ⅱ,857336.SI,其他电源设备Ⅲ,301590.SZ,优优绿能,20250516,,Y
801210.SI,社会服务,801218.SI,专业服务,852183.SI,会展服务,300860.SZ,锋尚文化,20200731,,Y
801130.SI,纺织服饰,801131.SI,纺织制造,851316.SI,其他纺织,300819.SZ,聚杰微纤,20200204,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,300857.SZ,协创数据,20200713,,Y
801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,300831.SZ,派瑞股份,20200416,,Y
801970.SI,环保,801971.SI,环境治理,859714.SI,综合环境治理,300864.SZ,南大环境,20200807,,Y
801170.SI,交通运输,801178.SI,物流,851783.SI,中间产品及消费品供应链服务,300873.SZ,海晨股份,20200807,,Y
801210.SI,社会服务,801993.SI,旅游及景区,852112.SI,自然景区,300859.SZ,西域旅游,20200722,,Y
801040.SI,钢铁,801045.SI,特钢Ⅱ,850412.SI,特钢Ⅲ,300881.SZ,盛德鑫泰,20200821,,Y
801170.SI,交通运输,801179.SI,铁路公路,851771.SI,铁路运输,601816.SH,京沪高铁,20200106,,Y
801150.SI,医药生物,801153.SI,医疗器械,851534.SI,体外诊断,688393.SH,安必平,20200804,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,300865.SZ,大宏立,20200804,,Y
801730.SI,电力设备,801735.SI,光伏设备,857353.SI,逆变器,688390.SH,固德威,20200821,,Y
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,603049.SH,中策橡胶,20250516,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,300078.SZ,思创智联,20200907,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,688377.SH,迪威尔,20200618,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,688180.SH,君实生物-U,20200624,,Y
801770.SI,通信,801102.SI,通信设备,851026.SI,通信终端及配件,003031.SZ,中瓷电子,20201223,,Y
801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,688521.SH,芯原股份,20200731,,Y
801730.SI,电力设备,801737.SI,电池,857371.SI,锂电池,688567.SH,孚能科技,20200629,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,688520.SH,神州细胞,20200605,,Y
801750.SI,计算机,801101.SI,计算机设备,850702.SI,安防设备,300884.SZ,狄耐克,20201029,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,688488.SH,艾迪药业,20200707,,Y
801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,002409.SZ,雅克科技,20200608,,Y
801150.SI,医药生物,801153.SI,医疗器械,851532.SI,医疗设备,688277.SH,天智航-U,20200618,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,688221.SH,前沿生物-U,20201016,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,300900.SZ,广联航空,20201016,,Y
801140.SI,轻工制造,801142.SI,家居用品,851436.SI,瓷砖地板,003011.SZ,海象新材,20200921,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851424.SI,塑料包装,003018.SZ,金富科技,20201026,,Y
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,300926.SZ,博俊科技,20201223,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,603949.SH,雪龙集团,20200122,,Y
801140.SI,轻工制造,801142.SI,家居用品,851491.SI,其他家居用品,001221.SZ,悍高集团,20250711,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,688228.SH,开普云,20200310,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,002996.SZ,顺博合金,20200814,,Y
801730.SI,电力设备,801738.SI,电网设备,857321.SI,电网自动化设备,301609.SZ,山大电力,20250711,,Y
801730.SI,电力设备,801738.SI,电网设备,857323.SI,电工仪器仪表,300882.SZ,万胜智能,20200821,,Y
801120.SI,食品饮料,801124.SI,食品加工,851247.SI,保健品,603262.SH,技源集团,20250711,,Y
801110.SI,家用电器,801114.SI,厨卫电器,851141.SI,厨房电器,605336.SH,帅丰电器,20200921,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,688004.SH,博汇科技,20200602,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,300909.SZ,汇创达,20201110,,Y
801140.SI,轻工制造,801143.SI,造纸,851413.SI,特种纸,605007.SH,五洲特纸,20201026,,Y
801110.SI,家用电器,801116.SI,家电零部件Ⅱ,851161.SI,家电零部件Ⅲ,603112.SH,华翔股份,20200831,,Y
801120.SI,食品饮料,801127.SI,饮料乳品,851243.SI,乳品,605179.SH,一鸣食品,20201214,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,301491.SZ,汉桑科技,20250718,,Y
801750.SI,计算机,801104.SI,软件开发,851041.SI,垂直应用软件,003007.SZ,直真科技,20200914,,Y
801730.SI,电力设备,801735.SI,光伏设备,857354.SI,光伏辅材,688408.SH,中信博,20200811,,Y
801030.SI,基础化工,801032.SI,化学纤维,850341.SI,涤纶,603406.SH,天富龙,20250718,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857251.SI,园林工程,300649.SZ,杭州园林,20170504,,Y
